PredSIT,X,Y
1.7187922,-670500.5955376109,645609.6221533843
1.744147,-645607.8786952506,645607.8786952504
1.7870493,-620715.3592762082,645606.200750943
1.7473644,-595823.0297491956,645604.5883705389
1.7821985,-570930.8825733729,645603.0416020437
1.7443225,-546038.9101989588,645601.5604916476
1.7692355,-521147.1050673507,645600.1450834352
1.8231847,-496255.4596116729,645598.7954195756
1.750384,-471363.96625712584,645597.5115402896
1.7709156,-446472.6174213418,645596.2934838227
1.7324561,-421581.40551471774,645595.1412863777
1.7532672,-396690.32294092624,645594.0549822925
1.7880063,-371799.36209719535,645593.0346039176
1.7688726,-346908.5153746525,645592.0801815296
1.7629992,-322017.77515885496,645591.191743599
1.7827489,-297127.13383001584,645590.3693165275
1.7692138,-272236.583763439,645589.6129247278
1.8247916,-247346.11732996,645588.9225907765
1.7636377,-222455.72689619075,645588.2983351003
1.7565713,-197565.40482503935,645587.7401763113
1.6842028,-172675.14347599447,645587.2481309712
1.7367215,-147784.9352055502,645586.8222137211
1.7055128,-122894.7723675709,645586.4624372417
1.6836705,-98004.64731365789,645586.1688121916
1.6669568,-73114.55239354813,645585.9413472877
1.656204,-48224.47995549035,645585.7800493083
1.6351848,-23334.422346615665,645585.6849230322
1.6463627,1555.6280866777727,645585.6559712489
1.6101667,26445.678998346222,645585.6931949203
1.5965896,51335.73804232459,645585.7965928707
1.5743911,76225.81287214307,645585.96616203
1.5926296,101115.91114054447,645586.2018973237
1.5465101,126006.0404991276,645586.5037918291
1.5168663,150896.2085979364,645586.871836532
1.5203353,175786.42308511474,645587.3060205553
1.556558,200676.69160646526,645587.806330878
1.5688416,225567.02180517616,645588.3727527463
1.5376275,250457.42132131665,645589.005269233
1.529104,275347.8977915851,645589.7038616281
1.5096337,300238.4588487925,645590.4685090625
1.5080143,325129.1121216331,645591.2991888896
1.484853,350019.86523418385,645592.1958763838
1.4857385,374910.725805554,645593.1585448353
1.4734473,399801.7014495638,645594.1871656384
1.4671035,424692.79977429926,645595.2817081853
1.4722576,449584.0283817884,645596.4421399401
1.4750638,474475.39486752305,645597.6684263024
1.43603,499366.906820197,645598.9605307851
