PredSIT,X,Y
2.0694807,-570929.3976233702,620710.7074978882
2.0080914,-546037.4896714642,620709.2831308108
1.9677619,-521145.74900467205,620707.921948849
1.9428294,-496254.1680542402,620706.6239926087
1.9134146,-471362.73924336594,620705.3893006718
1.8679098,-446471.4549877736,620704.2179098333
1.8284255,-421580.3076959543,620703.1098549297
1.8056563,-396689.2897696436,620702.0651689732
1.7932421,-371798.3936041239,620701.0838830362
1.8042908,-346907.611588596,620700.1660262337
1.8095723,-322016.9361066819,620699.3116259241
1.7438918,-297126.35953668616,620698.5207075281
1.7225785,-272235.87425197545,620697.793294505
1.7469264,-247345.47262144013,620697.129408521
1.7244294,-222455.147009799,620696.5290693006
1.746574,-197564.88977799844,620695.9922946573
1.7198219,-172674.69328360396,620695.5191005236
1.7531083,-147784.54988119545,620695.1095010224
1.7227056,-122894.4519226915,620694.7635082784
1.7303208,-98004.39175778044,620694.4811326114
1.7531037,-73114.36173425932,620694.2623823291
1.7617061,-48224.35419845411,620694.1072639792
1.7561136,-23334.361495570596,620694.0157821857
1.7900428,1555.624029924179,620693.9879396133
1.8108925,26445.610033914698,620694.0237371771
1.8138298,51335.60417226303,620694.1231737266
1.7341309,76225.6141004302,620694.2862463604
1.6683019,101115.6474730847,620694.512950169
1.5264273,126005.71194376265,620694.8032785375
1.4680105,150895.81516441668,620695.1572227058
1.5065641,175785.96478512432,620695.5747722546
1.5024837,200676.1684536352,620696.0559147331
1.5179336,225566.43381503806,620696.6006358644
1.5107714,250456.76851136546,620697.2089194715
1.4721763,275347.1801811938,620697.8807474381
1.4432254,300237.6764593075,620698.6160998133
1.4167708,325128.2649763303,620699.4149548133
1.4606777,350018.9533582289,620700.2772885934
1.5104762,374909.7492260904,620701.2030755612
1.4871973,399800.6601956293,620702.1922881575
1.5308644,424691.6938768744,620703.2448969713
1.4985119,449582.8578737641,620704.3608706997
1.5010062,474474.15978374553,620705.5401761141
1.4926293,499365.60719744785,620706.7827781363
1.4605312,524257.2076982368,620708.0886397538
1.4930576,549148.9688619226,620709.457722118
1.4921125,574040.8982562312,620710.8899843809
1.4877311,598933.0034406648,620712.3853839629
1.5039517,623825.2919658145,620713.9438762105
1.5052389,648717.7713732928,620715.5654147337
1.518323,673610.4491951196,620717.2499511618
1.5182086,698503.3329533944,620718.9974352001
2.0520763,-720282.9836785437,595828.0404943452
2.050399,-695389.9751857881,595826.3098348018
2.0572007,-670497.1792548068,595824.6395698157
2.0515795,-645604.5883705391,595823.0297491953
2.0477428,-620712.1950076835,595821.4804209083
2.0590513,-595819.9916312015,595819.9916312014
2.0519621,-570927.9706964791,595818.5634243916
2.0368567,-546036.1246499268,595817.195843083
1.9802017,-521144.4459291295,595815.8889279302
1.9786502,-496252.9269634987,595814.6427179311
1.9144708,-471361.5601743638,595813.4572501036
1.887154,-446470.33797560213,595812.3325597759
1.8958002,-421579.25277385325,595811.2686803901
1.8594879,-396688.296968989,595810.2656436188
1.8332045,-371797.46295444877,595809.323479305
1.7644694,-346906.7431175892,595808.442215411
1.7775991,-322016.1298401477,595807.6218781478
1.7767121,-297125.6154985863,595806.8624919298
1.7629031,-272235.1924644431,595806.1640793238
1.7326864,-247344.85310473022,595805.5266610797
1.7498158,-222454.5897823054,595804.9502561049
1.7811531,-197564.39485628213,595804.434881544
1.7593377,-172674.2606823784,595803.9805527107
1.7613839,-147784.17961331081,595803.5872831387
1.7517794,-122894.14399913813,595803.2550844285
1.7489169,-98004.14618769173,595802.9839664454
1.7655673,-73114.17852494643,595802.773937327
1.7721175,-48224.23335535516,595802.6250032576
1.7503538,-23334.303022271382,595802.5371686645
1.8252403,1555.6201316866661,595802.5104361337
1.8324089,26445.54376425865,595802.5448065372
1.8486053,51335.47553315307,595802.6402787189
1.7805897,76225.4230956843,595802.7968499407
1.6923577,101115.39410838338,595803.0145155515
1.571985,126005.39622661601,595803.293269061
1.4974532,150895.43710421637,595803.6331022148
1.5004443,175785.52439308373,595804.0340048766
1.5091935,200675.665742845,595804.4959651913
1.5100527,225565.86880045227,595805.0189694703
1.4995011,250456.1412097422,595805.6030020578
1.4701215,275346.49061118846,595806.2480456792
1.4518198,300236.92464144324,595806.9540812063
1.447997,325127.4509328883,595807.7210875419
1.476338,350018.0771134393,595808.5490419888
